0,967,0
0,999,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
0,1000,0
